дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2026-01-17,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,9,1.32,Благодійність
2026-01-18,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Ringnes,PET,14,3.48,Благодійність
2026-01-18,2026,1,Норвегія,Берген,Infinitum,97,1999,Hansa,ALU,7,0.78,Ваучер
2026-01-18,2026,1,Норвегія,Осло,Infinitum,97,1999,Imsdal,PET,10,1.26,Додаток
2026-01-18,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Pepsi,PET,16,3.08,Готівка
2026-01-18,2026,1,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,PET,18,4.23,Готівка
2026-01-18,2026,1,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,1,0.2,Благодійність
2026-01-18,2026,1,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,ALU,18,3.49,Ваучер
2026-01-18,2026,1,Литва,Шяуляй,USAD,92,2016,Švyturys,ALU,12,2.7,Готівка
2026-01-18,2026,1,Хорватія,Спліт,HAOP,90,2006,Coca-Cola Croatia,PET,11,1.92,Благодійність
2026-01-18,2026,1,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,ALU,14,2.91,Ваучер
2026-01-18,2026,1,Швеція,Стокгольм,Returpack,88,1984,Loka,ALU,2,0.39,Готівка
2026-01-18,2026,1,Швеція,Уппсала,Returpack,88,1984,Loka,PET,2,0.25,Готівка
2026-01-18,2026,1,Швеція,Стокгольм,Returpack,88,1984,Coca-Cola Sweden,PET,7,1.05,Ваучер
2026-01-18,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,20,3.42,Додаток
2026-01-18,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,9,1.57,Благодійність
2026-01-18,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,ALU,15,2.91,Ваучер
2026-01-18,2026,1,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,PET,7,1.35,Додаток
2026-01-18,2026,1,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,16,3.54,Готівка
2026-01-19,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Imsdal,ALU,2,0.41,Готівка
2026-01-19,2026,1,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,16,1.71,Готівка
2026-01-19,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,PET,7,1.37,Готівка
2026-01-19,2026,1,Німеччина,Гамбург,DPG/Pfand,98,2003,Coca-Cola,PET,2,0.28,Благодійність
2026-01-19,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Coca-Cola,ALU,7,0.94,Додаток
2026-01-19,2026,1,Литва,Вільнюс,USAD,92,2016,Akvilė,PET,14,2.19,Додаток
2026-01-19,2026,1,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,15,3.55,Ваучер
2026-01-19,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Carlsberg,PET,15,2.05,Ваучер
2026-01-19,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,PET,4,0.45,Додаток
2026-01-19,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,ALU,20,4.09,Готівка
2026-01-19,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,ALU,19,2.83,Ваучер
2026-01-20,2026,1,Норвегія,Тромсе,Infinitum,97,1999,Ringnes,PET,11,2.15,Благодійність
2026-01-20,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Beck's,ALU,11,1.43,Ваучер
2026-01-20,2026,1,Німеччина,Мюнхен,DPG/Pfand,98,2003,Beck's,ALU,9,2.01,Ваучер
2026-01-20,2026,1,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,7,0.87,Благодійність
2026-01-20,2026,1,Литва,Шяуляй,USAD,92,2016,Rasa,ALU,12,2.52,Ваучер
2026-01-20,2026,1,Хорватія,Спліт,HAOP,90,2006,Jana,PET,3,0.42,Ваучер
2026-01-20,2026,1,Хорватія,Спліт,HAOP,90,2006,Karlovačko,PET,16,1.73,Благодійність
2026-01-20,2026,1,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,ALU,10,2.13,Благодійність
2026-01-20,2026,1,Швеція,Стокгольм,Returpack,88,1984,Nygårda,PET,11,1.58,Додаток
2026-01-20,2026,1,Швеція,Стокгольм,Returpack,88,1984,Nygårda,PET,14,1.4,Готівка
2026-01-20,2026,1,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,1,0.22,Додаток
2026-01-20,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,PET,2,0.25,Готівка
2026-01-20,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,13,1.73,Додаток
2026-01-20,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,ALU,9,1.22,Додаток
2026-01-20,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,PET,14,1.56,Додаток
2026-01-21,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Fanta,PET,20,4.48,Готівка
2026-01-21,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Paulaner,ALU,11,1.43,Готівка
2026-01-21,2026,1,Німеччина,Мюнхен,DPG/Pfand,98,2003,Pepsi,PET,11,1.96,Ваучер
2026-01-21,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Volvic,ALU,16,3.01,Готівка
2026-01-21,2026,1,Литва,Каунас,USAD,92,2016,Švyturys,PET,2,0.25,Готівка
2026-01-21,2026,1,Хорватія,Рієка,HAOP,90,2006,Karlovačko,PET,13,2.74,Ваучер
2026-01-21,2026,1,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,PET,2,0.5,Додаток
2026-01-21,2026,1,Хорватія,Спліт,HAOP,90,2006,Karlovačko,ALU,12,2.51,Благодійність
2026-01-21,2026,1,Хорватія,Загреб,HAOP,90,2006,Jamnica,PET,14,3.37,Додаток
2026-01-21,2026,1,Фінляндія,Оулу,Palpa,94,1996,Pirkka,PET,2,0.27,Ваучер
2026-01-21,2026,1,Фінляндія,Тампере,Palpa,94,1996,Hartwall,PET,15,1.58,Ваучер
2026-01-21,2026,1,Швеція,Гетеборг,Returpack,88,1984,Pepsi Sweden,PET,21,4.15,Додаток
2026-01-21,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,17,2.34,Благодійність
2026-01-21,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,PET,4,0.69,Додаток
2026-01-21,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Tuborg,PET,19,3.05,Готівка
2026-01-21,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,2,0.23,Ваучер
2026-01-21,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,17,3.05,Додаток
2026-01-21,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Heineken,PET,13,1.76,Додаток
2026-01-21,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,16,2.84,Готівка
2026-01-21,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Sourcy,PET,1,0.15,Додаток
2026-01-22,2026,1,Норвегія,Осло,Infinitum,97,1999,Ringnes,PET,18,2.08,Додаток
2026-01-22,2026,1,Норвегія,Тромсе,Infinitum,97,1999,Ringnes,PET,6,0.72,Готівка
2026-01-22,2026,1,Німеччина,Кельн,DPG/Pfand,98,2003,Beck's,ALU,4,0.82,Додаток
2026-01-22,2026,1,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,16,2.86,Благодійність
2026-01-22,2026,1,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,PET,3,0.64,Ваучер
2026-01-22,2026,1,Фінляндія,Турку,Palpa,94,1996,Pirkka,PET,4,0.87,Благодійність
2026-01-22,2026,1,Фінляндія,Турку,Palpa,94,1996,Hartwall,ALU,18,3.0,Готівка
2026-01-22,2026,1,Швеція,Стокгольм,Returpack,88,1984,Coca-Cola Sweden,ALU,2,0.24,Додаток
2026-01-22,2026,1,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,14,2.34,Ваучер
2026-01-22,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,ALU,7,1.55,Додаток
2026-01-22,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,13,3.04,Ваучер
2026-01-22,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,11,2.64,Благодійність
2026-01-22,2026,1,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,18,1.82,Додаток
2026-01-22,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,3,0.43,Ваучер
2026-01-23,2026,1,Норвегія,Тромсе,Infinitum,97,1999,Imsdal,ALU,1,0.22,Ваучер
2026-01-23,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Imsdal,PET,14,2.54,Ваучер
2026-01-23,2026,1,Німеччина,Мюнхен,DPG/Pfand,98,2003,Pepsi,ALU,7,1.51,Благодійність
2026-01-23,2026,1,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,PET,8,1.67,Ваучер
2026-01-23,2026,1,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,PET,9,2.08,Ваучер
2026-01-23,2026,1,Литва,Каунас,USAD,92,2016,Rasa,PET,2,0.45,Благодійність
2026-01-23,2026,1,Литва,Вільнюс,USAD,92,2016,Akvilė,ALU,18,1.85,Готівка
2026-01-23,2026,1,Литва,Каунас,USAD,92,2016,Švyturys,PET,4,0.51,Ваучер
2026-01-23,2026,1,Фінляндія,Оулу,Palpa,94,1996,Pirkka,PET,21,4.88,Ваучер
2026-01-23,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,13,3.01,Готівка
2026-01-23,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,PET,7,1.72,Ваучер
2026-01-23,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,ALU,18,2.81,Ваучер
2026-01-23,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Cido,PET,13,1.79,Благодійність
2026-01-23,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,2,0.24,Додаток
2026-01-23,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,11,1.3,Благодійність
2026-01-24,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,4,0.89,Готівка
2026-01-24,2026,1,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,ALU,14,1.75,Готівка
2026-01-24,2026,1,Норвегія,Берген,Infinitum,97,1999,Farris,PET,14,1.88,Готівка
2026-01-24,2026,1,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,12,2.79,Ваучер
2026-01-24,2026,1,Естонія,Нарва,Eesti Pandipakend,93,2005,Värska,PET,12,2.24,Ваучер
2026-01-24,2026,1,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,ALU,21,3.5,Ваучер
2026-01-24,2026,1,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,18,4.05,Додаток
2026-01-24,2026,1,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,ALU,2,0.4,Ваучер
2026-01-24,2026,1,Фінляндія,Тампере,Palpa,94,1996,Hartwall,PET,20,2.59,Ваучер
2026-01-24,2026,1,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,10,1.65,Благодійність
2026-01-24,2026,1,Швеція,Мальме,Returpack,88,1984,Loka,PET,18,2.81,Готівка
2026-01-24,2026,1,Швеція,Мальме,Returpack,88,1984,Loka,PET,7,1.66,Ваучер
2026-01-24,2026,1,Швеція,Уппсала,Returpack,88,1984,Loka,ALU,18,3.41,Благодійність
2026-01-24,2026,1,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,PET,7,1.53,Готівка
2026-01-24,2026,1,Швеція,Мальме,Returpack,88,1984,Nygårda,PET,9,1.09,Ваучер
2026-01-24,2026,1,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,ALU,19,3.52,Благодійність
2026-01-24,2026,1,Швеція,Стокгольм,Returpack,88,1984,Nygårda,PET,2,0.41,Ваучер
2026-01-24,2026,1,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,ALU,14,2.37,Ваучер
2026-01-24,2026,1,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,14,2.73,Благодійність
2026-01-24,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Sourcy,PET,9,1.65,Благодійність
2026-01-25,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,8,1.45,Готівка
2026-01-25,2026,1,Німеччина,Берлін,DPG/Pfand,98,2003,Pepsi,PET,11,2.18,Додаток
2026-01-25,2026,1,Німеччина,Берлін,DPG/Pfand,98,2003,Fanta,PET,1,0.21,Готівка
2026-01-25,2026,1,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,PET,2,0.3,Ваучер
2026-01-25,2026,1,Литва,Клайпеда,USAD,92,2016,Rasa,ALU,2,0.21,Додаток
2026-01-25,2026,1,Хорватія,Рієка,HAOP,90,2006,Jamnica,PET,21,3.41,Готівка
2026-01-25,2026,1,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,13,2.31,Додаток
2026-01-25,2026,1,Фінляндія,Тампере,Palpa,94,1996,Pirkka,PET,3,0.43,Додаток
2026-01-25,2026,1,Фінляндія,Гельсінкі,Palpa,94,1996,Hartwall,ALU,16,2.62,Благодійність
2026-01-25,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,7,1.33,Готівка
2026-01-25,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,21,3.48,Готівка
2026-01-25,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,17,2.49,Додаток
2026-01-25,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Grolsch,PET,5,1.23,Додаток
2026-01-26,2026,1,Норвегія,Тронгейм,Infinitum,97,1999,Imsdal,PET,11,2.0,Благодійність
2026-01-26,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Beck's,PET,10,1.6,Готівка
2026-01-26,2026,1,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,PET,2,0.4,Ваучер
2026-01-26,2026,1,Литва,Вільнюс,USAD,92,2016,Akvilė,ALU,20,3.44,Благодійність
2026-01-26,2026,1,Литва,Шяуляй,USAD,92,2016,Rasa,PET,11,2.03,Благодійність
2026-01-26,2026,1,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,16,3.63,Ваучер
2026-01-26,2026,1,Хорватія,Осієк,HAOP,90,2006,Karlovačko,ALU,13,1.4,Додаток
2026-01-26,2026,1,Хорватія,Спліт,HAOP,90,2006,Coca-Cola Croatia,ALU,1,0.15,Додаток
2026-01-26,2026,1,Швеція,Уппсала,Returpack,88,1984,Nygårda,PET,9,2.18,Додаток
2026-01-26,2026,1,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,8,1.93,Благодійність
2026-01-26,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,18,4.43,Ваучер
2026-01-26,2026,1,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,12,2.03,Ваучер
2026-01-26,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,ALU,19,3.75,Благодійність
2026-01-26,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,1,0.2,Готівка
2026-01-26,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Spa,PET,7,1.32,Готівка
2026-01-27,2026,1,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,ALU,17,1.82,Благодійність
2026-01-27,2026,1,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,ALU,19,2.78,Ваучер
2026-01-27,2026,1,Хорватія,Рієка,HAOP,90,2006,Jana,PET,3,0.55,Готівка
2026-01-27,2026,1,Хорватія,Загреб,HAOP,90,2006,Karlovačko,PET,17,3.64,Ваучер
2026-01-27,2026,1,Швеція,Мальме,Returpack,88,1984,Nygårda,PET,6,0.76,Додаток
2026-01-27,2026,1,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,15,3.49,Готівка
2026-01-27,2026,1,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,PET,9,1.1,Додаток
2026-01-27,2026,1,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Grolsch,ALU,20,2.85,Додаток
2026-01-28,2026,1,Норвегія,Тронгейм,Infinitum,97,1999,Hansa,PET,7,0.91,Ваучер
2026-01-28,2026,1,Естонія,Нарва,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,16,1.87,Благодійність
2026-01-28,2026,1,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,14,2.41,Благодійність
2026-01-28,2026,1,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,2,0.29,Благодійність
2026-01-28,2026,1,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,20,3.89,Благодійність
2026-01-28,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,13,2.21,Додаток
2026-01-28,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Spa,PET,7,1.0,Готівка
2026-01-29,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Ringnes,ALU,8,1.19,Додаток
2026-01-29,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,PET,7,1.65,Ваучер
2026-01-29,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Coca-Cola,PET,7,1.45,Додаток
2026-01-29,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Coca-Cola,PET,21,5.03,Додаток
2026-01-29,2026,1,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,PET,16,3.05,Додаток
2026-01-29,2026,1,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,16,2.89,Ваучер
2026-01-29,2026,1,Литва,Каунас,USAD,92,2016,Švyturys,PET,19,4.51,Додаток
2026-01-29,2026,1,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,2,0.49,Благодійність
2026-01-29,2026,1,Хорватія,Загреб,HAOP,90,2006,Karlovačko,ALU,7,1.52,Додаток
2026-01-29,2026,1,Хорватія,Загреб,HAOP,90,2006,Jana,ALU,6,0.67,Ваучер
2026-01-29,2026,1,Швеція,Стокгольм,Returpack,88,1984,Loka,ALU,11,2.45,Благодійність
2026-01-29,2026,1,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,PET,19,2.92,Додаток
2026-01-29,2026,1,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,9,1.37,Готівка
2026-01-29,2026,1,Данія,Оденсе,Dansk Retursystem,89,2002,Carlsberg,PET,20,4.29,Благодійність
2026-01-29,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Cido,PET,4,0.79,Додаток
2026-01-29,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Aldaris,PET,18,4.16,Благодійність
2026-01-29,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,16,3.33,Благодійність
2026-01-29,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,PET,14,2.53,Ваучер
2026-01-29,2026,1,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,11,2.43,Готівка
2026-01-29,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,ALU,15,3.24,Додаток
2026-01-29,2026,1,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,1,0.13,Ваучер
2026-01-29,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,ALU,7,1.42,Додаток
2026-01-29,2026,1,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,ALU,10,1.77,Благодійність
2026-01-30,2026,1,Норвегія,Ставангер,Infinitum,97,1999,Solo,PET,11,1.92,Готівка
2026-01-30,2026,1,Норвегія,Берген,Infinitum,97,1999,Ringnes,PET,2,0.47,Благодійність
2026-01-30,2026,1,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,PET,14,2.21,Благодійність
2026-01-30,2026,1,Хорватія,Спліт,HAOP,90,2006,Ozujsko,ALU,10,1.1,Благодійність
2026-01-30,2026,1,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,PET,6,0.98,Додаток
2026-01-30,2026,1,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,ALU,1,0.23,Додаток
2026-01-30,2026,1,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,4,0.88,Ваучер
2026-01-31,2026,1,Норвегія,Тронгейм,Infinitum,97,1999,Ringnes,PET,18,2.0,Готівка
2026-01-31,2026,1,Норвегія,Осло,Infinitum,97,1999,Ringnes,ALU,11,1.88,Готівка
2026-01-31,2026,1,Німеччина,Штутгарт,DPG/Pfand,98,2003,Beck's,ALU,4,0.41,Додаток
2026-01-31,2026,1,Німеччина,Гамбург,DPG/Pfand,98,2003,Beck's,PET,1,0.1,Ваучер
2026-01-31,2026,1,Німеччина,Франкфурт,DPG/Pfand,98,2003,Beck's,PET,2,0.46,Благодійність
2026-01-31,2026,1,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,ALU,19,3.53,Готівка
2026-01-31,2026,1,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,5,1.24,Готівка
2026-01-31,2026,1,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,20,2.47,Благодійність
2026-01-31,2026,1,Литва,Каунас,USAD,92,2016,Švyturys,PET,21,3.96,Готівка
2026-01-31,2026,1,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,10,2.5,Ваучер
2026-01-31,2026,1,Хорватія,Загреб,HAOP,90,2006,Karlovačko,PET,12,2.13,Ваучер
2026-01-31,2026,1,Фінляндія,Турку,Palpa,94,1996,Hartwall,ALU,21,2.25,Готівка
2026-01-31,2026,1,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,2,0.34,Додаток
2026-01-31,2026,1,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,11,1.61,Ваучер
2026-01-31,2026,1,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Cido,PET,21,3.76,Готівка
2026-01-31,2026,1,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,13,2.61,Додаток
2026-02-01,2026,2,Норвегія,Осло,Infinitum,97,1999,Hansa,ALU,13,1.99,Ваучер
2026-02-01,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Paulaner,PET,17,2.41,Благодійність
2026-02-01,2026,2,Німеччина,Франкфурт,DPG/Pfand,98,2003,Coca-Cola,PET,14,2.28,Готівка
2026-02-01,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Coca-Cola,PET,1,0.16,Ваучер
2026-02-01,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Värska,PET,3,0.41,Благодійність
2026-02-01,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,PET,15,2.11,Ваучер
2026-02-01,2026,2,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,15,2.38,Додаток
2026-02-01,2026,2,Хорватія,Осієк,HAOP,90,2006,Karlovačko,PET,1,0.14,Додаток
2026-02-01,2026,2,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,14,1.57,Благодійність
2026-02-01,2026,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,5,1.25,Ваучер
2026-02-01,2026,2,Швеція,Гетеборг,Returpack,88,1984,Loka,ALU,9,2.15,Благодійність
2026-02-01,2026,2,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,18,3.24,Ваучер
2026-02-01,2026,2,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,ALU,17,3.54,Готівка
2026-02-01,2026,2,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,18,4.03,Благодійність
2026-02-01,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,10,1.77,Благодійність
2026-02-01,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,PET,14,1.59,Додаток
2026-02-01,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,16,2.04,Благодійність
2026-02-01,2026,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,ALU,14,1.93,Ваучер
2026-02-01,2026,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Spa,ALU,11,1.98,Готівка
2026-02-02,2026,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,ALU,20,4.13,Благодійність
2026-02-02,2026,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,19,3.68,Готівка
2026-02-02,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Sprite,ALU,10,2.2,Готівка
2026-02-02,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,Aura,PET,8,1.35,Ваучер
2026-02-02,2026,2,Естонія,Нарва,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,18,3.74,Готівка
2026-02-02,2026,2,Литва,Вільнюс,USAD,92,2016,Akvilė,PET,15,2.64,Додаток
2026-02-02,2026,2,Литва,Каунас,USAD,92,2016,Akvilė,PET,3,0.41,Ваучер
2026-02-02,2026,2,Литва,Шяуляй,USAD,92,2016,Kauno Grūdai,ALU,4,0.94,Благодійність
2026-02-02,2026,2,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,12,1.91,Благодійність
2026-02-02,2026,2,Фінляндія,Оулу,Palpa,94,1996,Fazer,PET,13,2.59,Додаток
2026-02-02,2026,2,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,3,0.63,Благодійність
2026-02-02,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,6,1.42,Готівка
2026-02-03,2026,2,Норвегія,Ставангер,Infinitum,97,1999,Farris,PET,18,1.88,Благодійність
2026-02-03,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Värska,ALU,9,0.93,Готівка
2026-02-03,2026,2,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,ALU,16,2.06,Додаток
2026-02-03,2026,2,Естонія,Нарва,Eesti Pandipakend,93,2005,Saku,PET,14,2.97,Додаток
2026-02-03,2026,2,Литва,Шяуляй,USAD,92,2016,Utenos,PET,16,2.45,Благодійність
